repo,review_order_in_repo,category,evidence_path,confidence,score,manual_label,comments
edgerunner,4,evaluation,example/README.md,low,0,FP
ekuiper,1,arch_overview,README.md,high,7,TP
ekuiper,2,context,docs/en_US/concepts/rules.md,medium,6,TP
ekuiper,3,views,docs/en_US/api/cli/resources/arch.png,high,7,TP
ekuiper,4,quality,README.md,medium,5,TP
ekuiper,5,stakeholders,docs/en_US/edgex/edgex_source_tutorial.md,low,3,TP
ekuiper,6,deployment,deploy/docker/Dockerfile,high,7,TP
ekuiper,7,interface,docs/en_US/api/cli/data.md,medium,6,TP
ekuiper,8,evaluation,test/benchmark/multiple_rules/readme.md,high,7,TP
emlearn,1,arch_overview,README.md,low,2,TP
emlearn,2,views,docs/images/anomaly_score_distribution.png,low,0,FP
emlearn,3,stakeholders,docs/model_optimization.rst,low,0,FP
emlearn,4,interface,docs/c_api.rst; docs/api_reference.rst,high,7,TP
emlearn,5,evaluation,docs/anomaly_detection.rst,medium,4,TP
eve,1,arch_overview,README.md,high,8,TP
eve,2,context,docs/README.md,high,8,TP
eve,3,views,docs/images/eve-can-case1-model.png,medium,6,TP
eve,4,quality,SECURITY.md,high,7,TP
eve,5,stakeholders,docs/ALPINE.md,low,0,FP
eve,6,deployment,docs/DEPLOYMENT.md,high,8,TP
eve,7,interface,docs/api/patch-envelopes.yml,high,7,TP
eve,8,evaluation,images/modifiers/platform/evaluation/installer.yq,low,0,FP
executorch,1,arch_overview,README.md,high,8,TP
executorch,2,context,docs/source/concepts.md,high,8,TP
executorch,3,views,docs/source/_static/img/concepts-map-overview.png,high,7,TP
executorch,4,quality,examples/openvino/README.md,low,0,TP
executorch,5,stakeholders,backends/qualcomm/runtime/backends/direct_mode/README.md,low,0,FP
executorch,6,deployment,.ci/docker/common/install_android.sh,low,3,TP
executorch,7,interface,docs/source/api-life-cycle.md,medium,6,TP
executorch,8,evaluation,.ci/scripts/benchmark_tooling/README.md,high,8,TP
fabedge,1,arch_overview,README.md,high,8,TP
fabedge,2,context,coredns/plugin/kubernetes/README.md,low,0,FP
fabedge,3,views,docs/images/FabEdge-Arch.png,high,8,TP
fabedge,4,quality,docs/FAQ.md,medium,5,TP
fabedge,5,deployment,docs/obsoleted-doc/install-k8s-and-kubeedge.md,high,8,TP
fabedge,6,interface,coredns/plugin/kubernetes/README.md,low,0,FP
fabedge,7,evaluation,README.md,low,0,TP
fedn,1,arch_overview,README.md,high,8,TP
fedn,2,context,examples/FedSimSiam/README.rst,low,1,TP
fedn,3,views,docs/img/ComputePackageOverview.png,medium,4,TP
fedn,4,quality,SECURITY.md,medium,6,TP
fedn,5,stakeholders,docs/introduction.rst,low,0,FP
fedn,6,deployment,.devcontainer/Dockerfile,low,1,TP
fedn,7,interface,fedn/network/api/v1/README.md,high,8,TP
fedn,8,evaluation,.ci/tests/chaos_test.py,low,3,TP
fledge,1,arch_overview,README.md,high,8,TP
fledge,2,context,docs/91_version_history.rst,low,0,FP
fledge,3,views,docs/fledge_architecture.rst,high,8,TP
fledge,4,adrs,docs/plugin_developers_guide/035_CPP.rst,low,0,FP
fledge,5,quality,SECURITY.MD,high,7,TP
fledge,6,stakeholders,docs/plugin_developers_guide/08_storage.rst,low,0,FP
fledge,7,deployment,.cursor/rules/README.md,low,0,FP
fledge,8,interface,rest_api_guide/index.rst,high,8,TP
flogo,1,arch_overview,README.md,medium,6,TP
flogo,2,context,CONTRIBUTING.md,low,0,FP
flogo,3,views,docs/static/images/get-started/012-diagram.svg,low,0,TP
flogo,4,quality,samples/pubnub/README.md,low,0,FP
flogo,5,stakeholders,samples/tensorflow/cnnUnitTest/README.md,low,0,FP
flogo,6,deployment,docs/content/deployments/_index.md,medium,4,TP
flogo,7,interface,docs/themes/hugo-theme-learn/README.md,low,0,FP
flogo,8,evaluation,docs/content/development/flows/mapping.md,low,0,FP
FogBus2,1,arch_overview,README.md,high,7,TP
FogBus2,2,quality,docs/Aneka.md,low,0,FP
FogBus2,3,deployment,containers/actor/Dockerfile,low,3,TP
FogBus2,4,evaluation,README.md,low,1,TP
fogflow,1,arch_overview,README.md,high,8,TP
fogflow,2,context,docs/tutorial/fogflow.md,medium,5,TP
fogflow,3,views,docs/en/source/figures/Crop_prediction_topology.png,high,8,TP
fogflow,4,quality,README.md,medium,6,TP
fogflow,5,stakeholders,docs/en/source/introduction.rst,medium,5,TP
fogflow,6,deployment,deployment/docker/cloud-node/docker-compose.yml,high,8,TP
fogflow,7,interface,docs/swagger-api/ngsi10.yaml,high,8,TP
fogflow,8,evaluation,application/operator/NGSI-LD-Adapter/tests/__init__.py,low,1,TP
hal-9100,1,arch_overview,README.md,medium,6,TP
hal-9100,2,context,CONTRIBUTING.md,low,2,TP
hal-9100,3,quality,README.md,medium,4,TP
hal-9100,4,deployment,ee/k8s/README.md,medium,4,TP
hal-9100,5,interface,openai-openapi.yaml,high,8,TP
hal-9100,6,evaluation,README.md,low,0,FP
heartkit,1,arch_overview,README.md,medium,6,TP
heartkit,2,context,docs/tasks/index.md,medium,4,TP
heartkit,3,views,docs/assets/guides/heartkit-architecture.svg,low,3,TP
heartkit,4,deployment,README.md,medium,4,TP
heartkit,5,interface,heartkit/backends/GenericDataOperations_EvbToPc/interface.py,low,3,TP
heartkit,6,evaluation,tests/app_test.py,low,0,TP
inngest,1,arch_overview,README.md,high,8,TP
inngest,2,context,ui/apps/dashboard/src/lib/inngest/functions/agents/event-matcher/system.md,low,0,FP
inngest,3,quality,SECURITY.md,high,7,TP
inngest,4,stakeholders,docs/PULL_REQUEST_GUIDELINES.md,low,0,FP
inngest,5,deployment,Dockerfile,high,8,TP
inngest,6,interface,docs/IMPLEMENTING_NEW_REST_API_V2_ENDPOINTS.md,high,7,TP
inngest,7,evaluation,tests/js/README.md,low,0,FP
iotedge-eflow,1,arch_overview,README.md,high,7,TP
iotedge-eflow,2,context,samples/interop-textmsg-consoleapp/README.md,medium,5,TP
iotedge-eflow,3,views,samples/camera-over-rtsp/docs/CameraAndResolution.png,low,0,FP
iotedge-eflow,4,quality,SECURITY.md,high,8,TP
iotedge-eflow,5,stakeholders,README.md,low,0,FP
iotedge-eflow,6,deployment,eflowautodeploy/README.md,high,8,TP
iotedge-eflow,7,interface,samples/interop-textmsg-consoleapp/README.md,medium,5,TP
iotedge-lorawan-starterkit,1,arch_overview,README.md,high,8,TP
iotedge-lorawan-starterkit,2,context,Tools/Cli-LoRa-Device-Provisioning/LoRaWan.Tools.CLI/gateway-deployment-template.json,low,0,FP
iotedge-lorawan-starterkit,3,views,LoRaEngine/diagrams/BasicClassDiagram.cd,medium,5,TP
iotedge-lorawan-starterkit,4,adrs,LoRaEngine/modules/LoRaWanNetworkSrvModule/LoRaWan.NetworkServer/ADR/ILoRAADRManagerFactory.cs,low,0,FP
iotedge-lorawan-starterkit,5,quality,SECURITY.md,high,8,TP
iotedge-lorawan-starterkit,6,deployment,Tools/Cli-LoRa-Device-Provisioning/LoRaWan.Tools.CLI/gateway-deployment-template.json,high,7,TP
iotedge-lorawan-starterkit,7,interface,TemplateBicep/README.md,low,0,FP
iotedge-lorawan-starterkit,8,evaluation,Tests/E2E/README.md,low,0,FP
JAMScript,1,arch_overview,lib/jside/core/README.md,low,0,FP
JAMScript,2,quality,docs/design_throughts.txt,low,1,TP
JAMScript,3,deployment,scripts/install/Dockerfile,low,3,TP
JAMScript,4,interface,lib/jside/jdiscovery/README.md,low,1,TP
JAMScript,5,evaluation,tests/tests_old_compiler/Benchmarking/mqtt/,medium,6,TP
jevois,1,arch_overview,CMakeLists.txt,low,0,FP
jevois,2,context,INSTALL,low,3,TP
jevois,3,interface,Contrib/imgui-filebrowser/README.md,low,0,FP
jevois,4,evaluation,Contrib/ImGuiColorTextEdit/README.md,low,0,FP
KAN,1,arch_overview,docs/api/README.md,high,8,TP
KAN,2,context,docs/tutorial/How-to-BYOM.md,medium,4,TP
KAN,3,views,docs/images/KAN Arch.png,high,7,TP
KAN,4,quality,SECURITY.md,medium,6,TP
KAN,5,stakeholders,CODE_OF_CONDUCT.md,low,0,FP
KAN,6,deployment,Deploy/helm/README.md,medium,4,TP
KAN,7,interface,docs/api/README.md,high,8,TP
KAN,8,evaluation,src/portal/modules/webmodule/backend/vision_on_edge/azure_app_insight/tests/__init__.py,low,0,FP
kantv,1,arch_overview,README.md,high,7,TP
kantv,2,context,README.md; docs/compliance-statement.md,medium,4,TP
kantv,3,views,docs/kantv-logo.png,low,0,FP
kantv,4,quality,release/README.md,low,0,TP
kantv,5,stakeholders,release/README.md,low,0,FP
kantv,6,deployment,docs/how-to-build.md,medium,6,TP
kantv,7,interface,README.md,low,1,TP
kantv,8,evaluation,core/ncnn/ncnn-src/benchmark/README.md,medium,6,TP
keylime,1,arch_overview,README.md,high,8,TP
keylime,2,context,docs/user_guide/user_selected_pcr_monitoring.rst,medium,5,TP
keylime,3,views,docs/assets/attesting-environments-diagram.svg,high,8,TP
keylime,4,quality,docs/design/security.rst,medium,4,TP
keylime,5,stakeholders,README.md; CODE_OF_CONDUCT.md; GOVERNANCE.md,medium,5,TP
keylime,6,deployment,docker/ci/Dockerfile,low,3,TP
keylime,7,interface,docs/rest_apis/3_0/3_0.rst; README.md,high,8,TP
keylime,8,evaluation,TESTING.md,medium,5,TP
kubeedge,1,arch_overview,README.md,high,8,TP
kubeedge,2,context,docs/proposals/sig-device-iot/6312-device-anomaly-detection-framework/README.md,medium,4,TP
kubeedge,3,views,docs/images/EdgeSite_arch.PNG,high,7,TP
kubeedge,4,quality,.github/SECURITY.md,high,7,TP
kubeedge,5,deployment,manifests/charts/cloudcore/README.md,high,8,TP
kubeedge,6,interface,staging/src/github.com/kubeedge/api/apidoc/generated/swagger/swagger.json,high,8,TP
kubeedge,7,evaluation,tests/OWNERS,low,0,FP
kubeedge,8,stakeholders,ADOPTERS.md; MAINTAINERS.md,medium,6,TP
kura,1,arch_overview,README.md,high,8,TP
kura,2,quality,SECURITY.md,high,7,TP
kura,3,stakeholders,target-platform/org.moka7/about_files/lgpl-3.0.txt,low,0,FP
kura,4,deployment,kura/org.eclipse.kura.api/src/main/java/org/eclipse/kura/deployment/hook/DeploymentHook.java,low,0,FP
kura,5,interface,kura/org.eclipse.kura.cloudconnection.eclipseiot.mqtt.provider/src/main/protobuf/kurapayload.proto,high,8,TP
kura,6,evaluation,kura/tools/kura-addon-archetype/src/main/resources/archetype-resources/tests/__package__.test/integration-test.bndrun,low,0,FP
LiteRT,1,arch_overview,README.md,high,7,TP
LiteRT,2,context,tflite/swift/docsgen/README.md,low,0,FP
LiteRT,3,quality,SECURITY.md,medium,6,TP
LiteRT,4,stakeholders,tflite/delegates/gpu/README.md,low,0,FP
LiteRT,5,deployment,docker_build/docker-compose.yml,low,3,TP
LiteRT,6,interface,tflite/g3doc/api_docs/README.md,medium,4,TP
LiteRT,7,evaluation,tflite/tools/benchmark/README.md,high,7,TP
loxilb,1,arch_overview,README.md,high,8,TP
loxilb,2,quality,SECURITY.md,medium,5,TP
loxilb,3,stakeholders,GOVERNANCE.md; ADOPTERS.md,medium,6,TP
loxilb,4,deployment,Dockerfile,high,8,TP
loxilb,5,interface,api/swagger.yml,high,8,TP
loxilb,6,evaluation,README.md,low,0,FP
luos_engine,1,arch_overview,examples/README.md,medium,5,TP
luos_engine,2,quality,examples/apps/biometric-security/library.json,low,0,FP
luos_engine,3,stakeholders,CODE_OF_CONDUCT.md,low,0,FP
luos_engine,4,deployment,examples/projects/native/gate_wscom/.docker/Dockerfile,low,2,TP
luos_engine,5,interface,examples/apps/README.md,low,1,TP
magistrala,1,arch_overview,README.md,high,8,TP
magistrala,2,context,CONTRIBUTING.md,low,0,FP
magistrala,3,quality,README.md,medium,6,TP
magistrala,4,stakeholders,README.md; ADOPTERS.md,medium,5,TP
magistrala,5,deployment,docker/Dockerfile,high,8,TP
magistrala,6,interface,apidocs/openapi/bootstrap.yaml,high,8,TP
magistrala,7,evaluation,README.md,low,0,FP
MaixPy,1,arch_overview,README.md,high,7,TP
MaixPy,2,context,.github/workflows/sync_gitee.yml,low,0,FP
MaixPy,3,views,docs/doc/assets/maixcam_cpu_arch.jpg,medium,4,TP
MaixPy,4,quality,docs/pages/index_en/README.md,low,3,TP
MaixPy,5,deployment,docs/doc/en/audio/deploy_online_recognition.md,medium,4,TP
MaixPy,6,interface,docs/api/README2.md,medium,4,TP
MaixPy,7,evaluation,projects/app_benchmark/benchmarks/__init__.py,medium,6,TP
microflow-rs,1,arch_overview,README.md,high,8,TP
microflow-rs,2,evaluation,analysis/performance/data/person-detect-esp32-microflow.csv,low,3,TP
microshift,1,arch_overview,README.md,high,8,TP
microshift,2,context,cockpit-plugin/README.md,low,0,FP
microshift,3,views,docs/images/ovn_topology.svg,high,8,TP
microshift,4,quality,docs/user/howto_pod_security.md,high,7,TP
microshift,5,stakeholders,.claude/commands/analyze-sos-report.md,low,0,FP
microshift,6,deployment,docs/contributor/network/ovn_kubernetes_traffic_flows.md,low,0,FP
microshift,7,interface,cmd/generate-config/config/config-openapi-spec.json,high,8,TP
microshift,8,evaluation,test/README.md,medium,6,TP
mindspore,1,arch_overview,README.md,high,8,TP
mindspore,2,context,CONTRIBUTING_CN.md,low,0,FP
mindspore,3,views,docs/MindSpore-Lite-architecture.png,high,8,TP
mindspore,4,adrs,tests/ut/data/mindrecord/testAclImdbData/pos/1000_8.txt,low,0,FP
mindspore,5,quality,SECURITY.md,high,7,TP
mindspore,6,deployment,scripts/docker/mindspore-cpu/0.1.0-alpha/Dockerfile,medium,6,TP
mindspore,7,interface,docs/api/api_python/samples/ops/communicate_ops.md,low,2,TP
mindspore,8,evaluation,mindspore/python/mindspore/profiler/profiling.py,low,2,TP
model_server,1,arch_overview,README.md,high,8,TP
model_server,2,context,demos/continuous_batching/scaling/README.md,medium,5,TP
model_server,3,views,docs/ovms_diagram.png,high,7,TP
model_server,4,quality,security.md,medium,4,TP
model_server,5,stakeholders,docs/metrics.md,low,0,FP
model_server,6,deployment,Dockerfile.ubuntu,high,8,TP
model_server,7,interface,client/cpp/kserve-api/README.md,high,8,TP
model_server,8,evaluation,demos/benchmark/README.md,medium,6,TP
ModelAssistant,1,arch_overview,README.md,high,7,TP
ModelAssistant,2,views,docs/images/rtmdet_coco_eval.png,low,0,FP
ModelAssistant,3,quality,docs/datasets/public.md,low,0,FP
ModelAssistant,4,deployment,docs/tutorials/deploy/grove_vision_ai_v2.md,medium,4,TP
ModelAssistant,5,interface,docs/tutorials/deploy/overview.md,low,1,TP
ModelAssistant,6,evaluation,sscma/evaluation/__init__.py,low,3,TP
montithings,1,arch_overview,README.md,high,8,TP
montithings,2,views,docs/DSLExampleOverview.png,high,7,TP
montithings,3,quality,generators/montithings2cpp/src/main/resources/test/gtests/lib/googletest/docs/advanced.md,low,0,FP
montithings,4,stakeholders,generators/montithings2cpp/src/main/resources/test/gtests/lib/googlemock/docs/cook_book.md,low,0,FP
montithings,5,deployment,docker/README.md,high,8,TP
montithings,6,interface,tools/openapi-generator/src/test/resources/openapi/SmartDoor.json,medium,6,TP
montithings,7,evaluation,generators/montithings2cpp/src/main/resources/test/gtests/lib/googlemock/docs/cook_book.md,low,0,FP
nabto-embedded-sdk,1,arch_overview,README.md,high,7,TP
nabto-embedded-sdk,2,quality,.devcontainer/devcontainer.json,low,0,FP
nabto-embedded-sdk,3,deployment,build-scripts/devenv/Dockerfile,medium,4,TP
nabto-embedded-sdk,4,interface,test/low_lvl_api_tester/README.md,low,0,TP
nabto-embedded-sdk,5,evaluation,test_cpp/tests/api/attached_test_device.hpp,low,0,FP
NanoLLM,1,arch_overview,docs/models.md,low,1,TP
NanoLLM,2,deployment,docs/install.md,medium,4,TP
NanoLLM,3,interface,docs/chat.md,low,1,TP
NanoLLM,4,evaluation,docs/index.rst,low,1,TP
nanomq,1,arch_overview,README.md,high,8,TP
nanomq,2,context,docs/en_US/bridges/introduction.md,medium,6,TP
nanomq,3,views,docs/en_US/assets/architecture.png,high,8,TP
nanomq,4,quality,SECURITY.md,high,8,TP
nanomq,5,deployment,deploy/docker/Dockerfile,high,8,TP
nanomq,6,interface,docs/en_US/api/introduction.md,high,8,TP
nanomq,7,evaluation,docs/en_US/test-report.md,high,8,TP
Olares,1,arch_overview,docs/developer/concepts/architecture.md,high,8,TP
Olares,2,context,framework/app-service/config/default/manager_auth_proxy_patch.yaml,low,0,FP
Olares,3,views,docs/public/images/manual/architecture-diagram.png,high,8,TP
Olares,4,quality,SECURITY.md,medium,6,TP
Olares,5,stakeholders,docs/developer/contribute/olares-id/verifiable-credential/olares.md,low,0,FP
Olares,6,deployment,docs/code-snippets/docker-compose.yaml,medium,4,TP
Olares,7,interface,infrastructure/kubesphere/staging/src/kubesphere.io/api/README.md,medium,4,TP
Olares,8,evaluation,framework/kube-state-metrics/tests/compare_benchmarks.sh,medium,6,TP
open-horizon,1,arch_overview,README.md,medium,6,TP
open-horizon,2,views,docs/nano-diagram.png,low,2,TP
open-horizon,3,quality,docs/DESIGN.md,medium,5,TP
open-horizon,4,deployment,services/alpr/Dockerfile,high,8,TP
open-horizon,5,interface,docs/BACKGROUND.md,low,3,TP
open-horizon,6,evaluation,docs/DESIGN.md,low,0,FP
openvino_testdrive,1,arch_overview,README.md,medium,6,TP
openvino_testdrive,2,quality,security.md,medium,5,TP
openvino_testdrive,3,deployment,README.md,medium,5,TP
openvino_testdrive,4,interface,openvino_bindings/src/mediapipe/inference/openvino_inference_adapter_calculator.proto,medium,5,TP
openvino_testdrive,5,evaluation,README.md,low,3,TP
piccolo,1,arch_overview,README.md,high,8,TP
piccolo,2,views,docs/source/analytics-studio/img/analytics-studio-build-model-pipeline-settings.png,low,0,FP
piccolo,3,quality,README.md,low,3,TP
piccolo,4,stakeholders,docs/source/firmware/m5stack-m5stickc-plus/m5stickc-plus.rst,low,0,FP
piccolo,5,deployment,docs/Dockerfile,medium,4,TP
piccolo,6,interface,README.md,medium,4,TP
piccolo,7,evaluation,func_tests/pytest_tests/profiling_tests/README.md,low,1,TP
pipy,1,arch_overview,README.md,high,7,TP
pipy,2,context,samples/serve/README.md,low,3,TP
pipy,3,views,docs/intro/module-pipeline-context.svg,medium,6,TP
pipy,4,quality,SECURITY.md,medium,4,TP
pipy,5,stakeholders,docs/guides/12-jwt.mdx,low,0,FP
pipy,6,deployment,Dockerfile,high,8,TP
pipy,7,interface,test/codec/protobuf/addressbook.proto,low,0,FP
pipy,8,evaluation,test/benchmark/001-tcp/main.js,low,3,TP
redpanda-edge-agent,1,arch_overview,kubernetes/README.md,medium,5,TP
redpanda-edge-agent,2,deployment,docker/Dockerfile,high,8,TP
redpanda-edge-agent,3,interface,README.md,low,1,TP
rhel-edge-automation-arch,1,arch_overview,README.md,high,7,TP
